longitudeTop,latitudeTop,elevationTop,longitudeBase,latitudeBase,elevationBase
253.54829,31.593221,770.016239,253.54829,31.593221,0
253.54837,31.593277,753.099839,253.54837,31.593277,0
253.54844,31.593326,736.213919,253.54844,31.593326,0
253.54852,31.593382,719.327999,253.54852,31.593382,0
253.54859,31.593431,702.442079,253.54859,31.593431,0
253.54867,31.593487,685.556159,253.54867,31.593487,0
253.54875,31.593542,668.670239,253.54875,31.593542,0
253.54882,31.593591,651.784319,253.54882,31.593591,0
253.5489,31.593647,634.898399,253.5489,31.593647,0
253.54897,31.593696,618.012479,253.54897,31.593696,0
253.54905,31.593752,601.126559,253.54905,31.593752,0
253.54912,31.593801,584.240639,253.54912,31.593801,0
253.5492,31.593857,567.354719,253.5492,31.593857,0
253.54928,31.593912,550.468799,253.54928,31.593912,0
253.54935,31.593961,533.582879,253.54935,31.593961,0
253.54943,31.594017,516.696959,253.54943,31.594017,0
253.5495,31.594066,499.811039,253.5495,31.594066,0
253.54958,31.594122,482.925119,253.54958,31.594122,0
253.54966,31.594178,466.039199,253.54966,31.594178,0
253.54973,31.594227,449.153279,253.54973,31.594227,0
253.54981,31.594282,432.236879,253.54981,31.594282,0
253.54988,31.594331,415.350959,253.54988,31.594331,0
253.54996,31.594387,398.465039,253.54996,31.594387,0
253.55004,31.594443,381.579119,253.55004,31.594443,0
253.55011,31.594492,364.693199,253.55011,31.594492,0
253.55019,31.594548,347.807279,253.55019,31.594548,0
253.55026,31.594597,330.921359,253.55026,31.594597,0
253.55034,31.594652,314.03544,253.55034,31.594652,0
253.55041,31.594701,297.14952,253.55041,31.594701,0
253.55049,31.594757,280.2636,253.55049,31.594757,0
253.55057,31.594813,263.37768,253.55057,31.594813,0
253.55064,31.594862,246.49176,253.55064,31.594862,0
253.55072,31.594918,229.60584,253.55072,31.594918,0
253.55079,31.594967,212.71992,253.55079,31.594967,0
253.55087,31.595022,195.834,253.55087,31.595022,0
253.55095,31.595078,178.94808,253.55095,31.595078,0
253.55102,31.595127,162.06216,253.55102,31.595127,0
253.5511,31.595183,145.17624,253.5511,31.595183,0
253.55117,31.595232,128.29032,253.55117,31.595232,0
253.55125,31.595288,111.37392,253.55125,31.595288,0
253.55133,31.595344,94.488,253.55133,31.595344,0
253.5514,31.595392,77.60208,253.5514,31.595392,0
253.55148,31.595448,60.71616,253.55148,31.595448,0
253.55155,31.595497,43.83024,253.55155,31.595497,0
253.55163,31.595553,26.94432,253.55163,31.595553,0
253.55171,31.595609,10.0584,253.55171,31.595609,0
253.5295,31.43227,1282.080238,253.5295,31.43227,0
253.53082,31.433245,1285.493998,253.53082,31.433245,0
253.53214,31.434219,1288.938238,253.53214,31.434219,0
253.53347,31.4352,1290.492718,253.53347,31.4352,0
253.53482,31.436197,1290.462238,253.53482,31.436197,0
253.53615,31.437179,1289.486878,253.53615,31.437179,0
253.53739,31.438094,1282.994638,253.53739,31.438094,0
253.53853,31.438935,1274.033518,253.53853,31.438935,0
253.53966,31.439769,1264.676158,253.53966,31.439769,0
253.54078,31.440596,1255.379758,253.54078,31.440596,0
253.54192,31.441437,1246.327198,253.54192,31.441437,0
253.54306,31.442279,1237.274638,253.54306,31.442279,0
253.5442,31.44312,1228.222078,253.5442,31.44312,0
253.54534,31.443962,1219.169518,253.54534,31.443962,0
253.54648,31.444803,1210.086478,253.54648,31.444803,0
253.54764,31.445659,1201.521598,253.54764,31.445659,0
253.5488,31.446515,1193.048158,253.5488,31.446515,0
253.54997,31.447379,1184.574718,253.54997,31.447379,0
253.55114,31.448243,1176.101278,253.55114,31.448243,0
253.5523,31.449099,1167.627838,253.5523,31.449099,0
253.55349,31.449977,1159.672558,253.55349,31.449977,0
253.55472,31.450885,1152.753598,253.55472,31.450885,0
253.55598,31.451815,1146.962398,253.55598,31.451815,0
253.55731,31.452797,1144.493518,253.55731,31.452797,0
253.55864,31.453778,1142.055118,253.55864,31.453778,0
253.55997,31.45476,1139.616718,253.55997,31.45476,0
253.56131,31.455749,1137.147838,253.56131,31.455749,0
253.56218,31.456391,1129.040158,253.56218,31.456391,0
253.56234,31.456509,1112.245678,253.56234,31.456509,0
253.5625,31.456627,1095.481678,253.5625,31.456627,0
253.56266,31.456745,1078.687198,253.56266,31.456745,0
253.56282,31.456864,1061.923198,253.56282,31.456864,0
253.56298,31.456982,1045.159198,253.56298,31.456982,0
253.56367,31.457491,1034.247358,253.56367,31.457491,0
253.56498,31.458458,1030.376398,253.56498,31.458458,0
253.56629,31.459425,1026.505438,253.56629,31.459425,0
253.5676,31.460392,1022.634478,253.5676,31.460392,0
253.56892,31.461366,1018.763518,253.56892,31.461366,0
253.57023,31.462333,1015.349758,253.57023,31.462333,0
253.57156,31.463314,1012.576078,253.57156,31.463314,0
253.57289,31.464296,1009.771918,253.57289,31.464296,0
253.57421,31.46527,1006.327678,253.57421,31.46527,0
253.57553,31.466245,1002.883438,253.57553,31.466245,0
253.57685,31.467219,999.774478,253.57685,31.467219,0
253.57818,31.468201,997.000798,253.57818,31.468201,0
253.57951,31.469182,994.196638,253.57951,31.469182,0
253.58084,31.470164,991.422958,253.58084,31.470164,0
253.58217,31.471146,988.618798,253.58217,31.471146,0
253.58349,31.47212,985.845119,253.58349,31.47212,0
253.58482,31.473102,983.040959,253.58482,31.473102,0
253.58615,31.474083,980.419679,253.58615,31.474083,0
253.58749,31.475072,978.316559,253.58749,31.475072,0
253.58883,31.476061,976.213439,253.58883,31.476061,0
253.59017,31.47705,975.238079,253.59017,31.47705,0
253.59151,31.478039,974.537039,253.59151,31.478039,0
253.59285,31.479028,972.891119,253.59285,31.479028,0
253.59418,31.48001,969.995519,253.59418,31.48001,0
253.59551,31.480992,967.282799,253.59551,31.480992,0
253.59685,31.481981,966.581759,253.59685,31.481981,0
253.5982,31.482977,965.911199,253.5982,31.482977,0
253.59954,31.483966,965.606399,253.59954,31.483966,0
253.60089,31.484963,965.606399,253.60089,31.484963,0
253.60224,31.485959,965.575919,253.60224,31.485959,0
253.60358,31.486948,965.575919,253.60358,31.486948,0
253.60493,31.487945,965.575919,253.60493,31.487945,0
253.60627,31.488934,965.545439,253.60627,31.488934,0
253.60762,31.48993,965.545439,253.60762,31.48993,0
253.60897,31.490927,965.514959,253.60897,31.490927,0
253.61031,31.491916,965.514959,253.61031,31.491916,0
253.61166,31.492912,965.514959,253.61166,31.492912,0
253.613,31.493901,965.880719,253.613,31.493901,0
253.61435,31.494897,966.551279,253.61435,31.494897,0
253.61569,31.495887,967.038959,253.61569,31.495887,0
253.61704,31.496883,965.484479,253.61704,31.496883,0
253.61783,31.497466,957.468239,253.61783,31.497466,0
253.61788,31.497503,940.582319,253.61788,31.497503,0
253.61793,31.49754,923.726879,253.61793,31.49754,0
253.61798,31.497577,906.840959,253.61798,31.497577,0
253.61803,31.497614,889.955039,253.61803,31.497614,0
253.61808,31.497651,873.069119,253.61808,31.497651,0
253.61813,31.497687,856.183199,253.61813,31.497687,0
253.61818,31.497724,839.297279,253.61818,31.497724,0
253.61823,31.497761,822.411359,253.61823,31.497761,0
253.61827,31.497791,805.525439,253.61827,31.497791,0
253.61832,31.497828,788.669999,253.61832,31.497828,0
253.61837,31.497865,771.784079,253.61837,31.497865,0
253.61842,31.497902,754.898159,253.61842,31.497902,0
253.61847,31.497938,738.012239,253.61847,31.497938,0
253.61852,31.497975,721.126319,253.61852,31.497975,0
253.61857,31.498012,704.240399,253.61857,31.498012,0
253.61862,31.498049,687.354479,253.61862,31.498049,0
253.61867,31.498086,670.468559,253.61867,31.498086,0
253.61872,31.498123,653.613119,253.61872,31.498123,0
253.61877,31.49816,636.727199,253.61877,31.49816,0
253.61882,31.498197,619.841279,253.61882,31.498197,0
253.61887,31.498234,602.955359,253.61887,31.498234,0
253.61892,31.498271,586.069439,253.61892,31.498271,0
253.61897,31.498307,569.183519,253.61897,31.498307,0
253.61902,31.498344,552.297599,253.61902,31.498344,0
253.61907,31.498381,535.411679,253.61907,31.498381,0
253.61911,31.498411,518.556239,253.61911,31.498411,0
253.61916,31.498448,501.670319,253.61916,31.498448,0
253.61921,31.498485,484.784399,253.61921,31.498485,0
253.61926,31.498522,467.898479,253.61926,31.498522,0
253.61931,31.498558,451.012559,253.61931,31.498558,0
253.61936,31.498595,434.126639,253.61936,31.498595,0
253.61941,31.498632,417.240719,253.61941,31.498632,0
253.61946,31.498669,400.354799,253.61946,31.498669,0
253.61951,31.498706,383.499359,253.61951,31.498706,0
253.61956,31.498743,366.613439,253.61956,31.498743,0
253.61961,31.49878,349.727519,253.61961,31.49878,0
253.61966,31.498817,332.841599,253.61966,31.498817,0
253.61971,31.498854,315.95568,253.61971,31.498854,0
253.61976,31.498891,299.06976,253.61976,31.498891,0
253.61981,31.498927,282.18384,253.61981,31.498927,0
253.61986,31.498964,265.29792,253.61986,31.498964,0
253.6199,31.498994,248.44248,253.6199,31.498994,0
253.61995,31.499031,231.55656,253.61995,31.499031,0
253.62,31.499068,214.67064,253.62,31.499068,0
253.62005,31.499105,197.78472,253.62005,31.499105,0
253.6201,31.499142,180.8988,253.6201,31.499142,0
253.62015,31.499178,164.01288,253.62015,31.499178,0
253.6202,31.499215,147.12696,253.6202,31.499215,0
253.62025,31.499252,130.24104,253.62025,31.499252,0
253.6203,31.499289,113.3856,253.6203,31.499289,0
253.62035,31.499326,96.49968,253.62035,31.499326,0
253.6204,31.499363,79.61376,253.6204,31.499363,0
253.62045,31.4994,62.72784,253.62045,31.4994,0
253.6205,31.499437,45.84192,253.6205,31.499437,0
253.62055,31.499474,28.956,253.62055,31.499474,0
253.6206,31.499511,12.07008,253.6206,31.499511,0
253.63549,31.36168,1459.656718,253.63549,31.36168,0
253.63586,31.36195,1443.410878,253.63586,31.36195,0
253.63624,31.362227,1427.134558,253.63624,31.362227,0
253.63696,31.362751,1413.814798,253.63696,31.362751,0
253.63802,31.363523,1403.421118,253.63802,31.363523,0
253.63912,31.364324,1393.941838,253.63912,31.364324,0
253.64037,31.365235,1387.784878,253.64037,31.365235,0
253.64162,31.366145,1381.597438,253.64162,31.366145,0
253.64283,31.367027,1374.373678,253.64283,31.367027,0
253.64403,31.367901,1366.814638,253.64403,31.367901,0
253.64527,31.368804,1360.444318,253.64527,31.368804,0
253.64658,31.369758,1356.969598,253.64658,31.369758,0
253.64789,31.370712,1353.525358,253.64789,31.370712,0
253.64906,31.371564,1347.703678,253.64906,31.371564,0
253.64916,31.371637,1330.817758,253.64916,31.371637,0
253.64926,31.37171,1313.931838,253.64926,31.37171,0
253.64936,31.371783,1297.045918,253.64936,31.371783,0
253.64946,31.371856,1280.159998,253.64946,31.371856,0
253.64956,31.371929,1263.274078,253.64956,31.371929,0
253.64966,31.372001,1246.388158,253.64966,31.372001,0
253.64976,31.372074,1229.502238,253.64976,31.372074,0
253.64986,31.372147,1212.616318,253.64986,31.372147,0
253.64996,31.37222,1195.730398,253.64996,31.37222,0
253.65006,31.372293,1178.844478,253.65006,31.372293,0
253.65016,31.372366,1161.958558,253.65016,31.372366,0
253.65026,31.372439,1145.072638,253.65026,31.372439,0
253.65036,31.372511,1128.186718,253.65036,31.372511,0
253.65046,31.372584,1111.300798,253.65046,31.372584,0
253.65056,31.372657,1094.414878,253.65056,31.372657,0
253.65066,31.37273,1077.528958,253.65066,31.37273,0
253.65076,31.372803,1060.643038,253.65076,31.372803,0
253.65086,31.372876,1043.757118,253.65086,31.372876,0
253.65096,31.372948,1026.871198,253.65096,31.372948,0
253.65106,31.373021,1009.985278,253.65106,31.373021,0
253.65116,31.373094,993.099358,253.65116,31.373094,0
253.65126,31.373167,976.213439,253.65126,31.373167,0
253.65136,31.37324,959.327519,253.65136,31.37324,0
253.65146,31.373313,942.441599,253.65146,31.373313,0
253.65156,31.373385,925.555679,253.65156,31.373385,0
253.65166,31.373458,908.669759,253.65166,31.373458,0
253.65176,31.373531,891.783839,253.65176,31.373531,0
253.65186,31.373604,874.897919,253.65186,31.373604,0
253.65196,31.373677,858.011999,253.65196,31.373677,0
253.65206,31.37375,841.126079,253.65206,31.37375,0
253.65216,31.373822,824.240159,253.65216,31.373822,0
253.65226,31.373895,807.354239,253.65226,31.373895,0
253.65237,31.373975,790.468319,253.65237,31.373975,0
253.65247,31.374048,773.582399,253.65247,31.374048,0
253.65373,31.374966,776.813279,253.65373,31.374966,0
253.65503,31.375913,780.745199,253.65503,31.375913,0
253.65634,31.376867,784.677119,253.65634,31.376867,0
253.65765,31.377821,788.639519,253.65765,31.377821,0
253.65895,31.378768,792.571439,253.65895,31.378768,0
253.66026,31.379722,796.503359,253.66026,31.379722,0
253.66156,31.380669,800.465759,253.66156,31.380669,0
253.66287,31.381623,804.397679,253.66287,31.381623,0
253.66417,31.38257,808.329599,253.66417,31.38257,0
253.66548,31.383525,812.261519,253.66548,31.383525,0
253.66678,31.384471,816.223919,253.66678,31.384471,0
253.66809,31.385426,820.155839,253.66809,31.385426,0
253.66939,31.386373,824.087759,253.66939,31.386373,0
253.6707,31.387327,828.019679,253.6707,31.387327,0
253.67201,31.388281,831.982079,253.67201,31.388281,0
253.67331,31.389228,835.913999,253.67331,31.389228,0
253.67462,31.390182,839.845919,253.67462,31.390182,0
253.67592,31.391129,843.808319,253.67592,31.391129,0
253.67723,31.392083,847.740239,253.67723,31.392083,0
253.67853,31.39303,851.672159,253.67853,31.39303,0
253.67984,31.393984,855.604079,253.67984,31.393984,0
253.68114,31.394931,859.566479,253.68114,31.394931,0
253.68245,31.395885,863.498399,253.68245,31.395885,0
253.68375,31.396832,867.430319,253.68375,31.396832,0
253.68506,31.397786,871.392719,253.68506,31.397786,0
253.68538,31.398019,858.133919,253.68538,31.398019,0
253.6855,31.398107,841.278479,253.6855,31.398107,0
253.68561,31.398187,824.392559,253.68561,31.398187,0
253.68573,31.398274,807.537119,253.68573,31.398274,0
253.68584,31.398354,790.651199,253.68584,31.398354,0
253.68596,31.398442,773.795759,253.68596,31.398442,0
253.68608,31.398529,756.909839,253.68608,31.398529,0
253.68619,31.398609,740.054399,253.68619,31.398609,0
253.68631,31.398697,723.168479,253.68631,31.398697,0
253.68642,31.398777,706.313039,253.68642,31.398777,0
253.68654,31.398864,689.427119,253.68654,31.398864,0
253.68665,31.398944,672.571679,253.68665,31.398944,0
253.68677,31.399032,655.685759,253.68677,31.399032,0
253.68688,31.399112,638.830319,253.68688,31.399112,0
253.687,31.399199,621.944399,253.687,31.399199,0
253.68711,31.39928,605.088959,253.68711,31.39928,0
253.68723,31.399367,588.203039,253.68723,31.399367,0
253.68735,31.399454,571.347599,253.68735,31.399454,0
253.68746,31.399534,554.461679,253.68746,31.399534,0
253.68758,31.399622,537.606239,253.68758,31.399622,0
253.68769,31.399702,520.720319,253.68769,31.399702,0
253.68781,31.399789,503.864879,253.68781,31.399789,0
253.68792,31.39987,486.978959,253.68792,31.39987,0
253.68804,31.399957,470.123519,253.68804,31.399957,0
253.68815,31.400037,453.237599,253.68815,31.400037,0
253.68827,31.400124,436.382159,253.68827,31.400124,0
253.68838,31.400205,419.496239,253.68838,31.400205,0
253.6885,31.400292,402.640799,253.6885,31.400292,0
253.68862,31.400379,385.754879,253.68862,31.400379,0
253.68873,31.40046,368.899439,253.68873,31.40046,0
253.68885,31.400547,352.013519,253.68885,31.400547,0
253.68896,31.400627,335.158079,253.68896,31.400627,0
253.68908,31.400714,318.27216,253.68908,31.400714,0
253.68919,31.400795,301.41672,253.68919,31.400795,0
253.68931,31.400882,284.5308,253.68931,31.400882,0
253.68942,31.400962,267.67536,253.68942,31.400962,0
253.68954,31.40105,250.78944,253.68954,31.40105,0
253.68965,31.40113,233.934,253.68965,31.40113,0
253.68977,31.401217,217.04808,253.68977,31.401217,0
253.68989,31.401304,200.19264,253.68989,31.401304,0
253.69,31.401385,183.3372,253.69,31.401385,0
253.69012,31.401472,166.45128,253.69012,31.401472,0
253.69023,31.401552,149.59584,253.69023,31.401552,0
253.69035,31.401639,132.70992,253.69035,31.401639,0
253.69046,31.40172,115.85448,253.69046,31.40172,0
253.69058,31.401807,98.96856,253.69058,31.401807,0
253.69069,31.401887,82.11312,253.69069,31.401887,0
253.69081,31.401975,65.2272,253.69081,31.401975,0
253.69092,31.402055,48.37176,253.69092,31.402055,0
253.69104,31.402142,31.48584,253.69104,31.402142,0
253.69116,31.402229,14.6304,253.69116,31.402229,0
253.49451,31.753945,1034.948398,253.49451,31.753945,0
253.49596,31.754189,1024.158478,253.49596,31.754189,0
253.49741,31.754432,1013.368558,253.49741,31.754432,0
253.49887,31.754678,1002.548158,253.49887,31.754678,0
253.50032,31.754921,991.758238,253.50032,31.754921,0
253.50149,31.755118,979.688159,253.50149,31.755118,0
253.50154,31.755126,962.710799,253.50154,31.755126,0
253.50159,31.755135,945.733439,253.50159,31.755135,0
253.50164,31.755143,928.756079,253.50164,31.755143,0
253.50169,31.755151,911.778719,253.50169,31.755151,0
253.50175,31.755162,894.831839,253.50175,31.755162,0
253.5018,31.75517,877.854479,253.5018,31.75517,0
253.50185,31.755178,860.877119,253.50185,31.755178,0
253.5019,31.755187,843.899759,253.5019,31.755187,0
253.50195,31.755195,826.922399,253.50195,31.755195,0
253.50201,31.755205,809.945039,253.50201,31.755205,0
253.50206,31.755214,792.967679,253.50206,31.755214,0
253.50211,31.755222,775.990319,253.50211,31.755222,0
253.50216,31.75523,759.012959,253.50216,31.75523,0
253.50221,31.755239,742.035599,253.50221,31.755239,0
253.50227,31.755249,725.058239,253.50227,31.755249,0
253.50232,31.755257,708.111359,253.50232,31.755257,0
253.50237,31.755266,691.133999,253.50237,31.755266,0
253.50242,31.755274,674.156639,253.50242,31.755274,0
253.50248,31.755284,657.179279,253.50248,31.755284,0
253.50253,31.755293,640.201919,253.50253,31.755293,0
253.50258,31.755301,623.224559,253.50258,31.755301,0
253.50263,31.755309,606.247199,253.50263,31.755309,0
253.50268,31.755318,589.269839,253.50268,31.755318,0
253.50274,31.755328,572.292479,253.50274,31.755328,0
253.50279,31.755336,555.315119,253.50279,31.755336,0
253.50284,31.755345,538.337759,253.50284,31.755345,0
253.50289,31.755353,521.390879,253.50289,31.755353,0
253.50294,31.755362,504.413519,253.50294,31.755362,0
253.503,31.755372,487.436159,253.503,31.755372,0
253.50305,31.75538,470.458799,253.50305,31.75538,0
253.5031,31.755388,453.481439,253.5031,31.755388,0
253.50315,31.755397,436.504079,253.50315,31.755397,0
253.50484,31.755681,434.431439,253.50484,31.755681,0
253.50672,31.755997,434.126639,253.50672,31.755997,0
253.5086,31.756313,433.791359,253.5086,31.756313,0
253.51048,31.756628,433.486559,253.51048,31.756628,0
253.51236,31.756944,433.181759,253.51236,31.756944,0
253.51424,31.75726,432.876959,253.51424,31.75726,0
253.51612,31.757576,432.572159,253.51612,31.757576,0
253.518,31.757892,432.267359,253.518,31.757892,0
253.51988,31.758208,431.932079,253.51988,31.758208,0
253.52176,31.758524,431.627279,253.52176,31.758524,0
253.52364,31.75884,431.322479,253.52364,31.75884,0
253.52384,31.758873,415.320479,253.52384,31.758873,0
253.52393,31.758888,398.373599,253.52393,31.758888,0
253.52402,31.758904,381.396239,253.52402,31.758904,0
253.52412,31.75892,364.449359,253.52412,31.75892,0
253.52421,31.758936,347.471999,253.52421,31.758936,0
253.5243,31.758951,330.525119,253.5243,31.758951,0
253.52439,31.758966,313.54776,253.52439,31.758966,0
253.52448,31.758981,296.60088,253.52448,31.758981,0
253.52458,31.758998,279.62352,253.52458,31.758998,0
253.52467,31.759013,262.67664,253.52467,31.759013,0
253.52476,31.759028,245.72976,253.52476,31.759028,0
253.52485,31.759043,228.7524,253.52485,31.759043,0
253.52495,31.75906,211.80552,253.52495,31.75906,0
253.52504,31.759075,194.82816,253.52504,31.759075,0
253.52513,31.75909,177.88128,253.52513,31.75909,0
253.52522,31.759105,160.90392,253.52522,31.759105,0
253.52531,31.75912,143.95704,253.52531,31.75912,0
253.52541,31.759137,126.97968,253.52541,31.759137,0
253.5255,31.759152,110.0328,253.5255,31.759152,0
253.52559,31.759167,93.05544,253.52559,31.759167,0
253.52568,31.759183,76.10856,253.52568,31.759183,0
253.52577,31.759198,59.1312,253.52577,31.759198,0
253.52587,31.759214,42.18432,253.52587,31.759214,0
253.52596,31.75923,25.20696,253.52596,31.75923,0
253.52605,31.759245,8.26008,253.52605,31.759245,0